Count,Artist,Year,streams,Song,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,"Blackbear, BoyWithUke",2022,197643795,IDGAF (with blackbear),3,18,625,0,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8
1,Harry Styles,2019,807015863,Golden,12,13,8429,1,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6
3,"Pharrell Williams, Nile Rodgers, Daft Punk",2013,933815613,Get Lucky - Radio Edit,1,1,52898,0,203,1,8215,0,0,116,F#,Minor,79,87,81,4,0,10,4
1,Doja Cat,2021,499710590,Ain't Shit,6,25,3436,0,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21
6,"Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",2022,120847157,"Nobody Like U - From ""Turning Red""",2,25,918,0,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15
1,BIGBANG,2022,53909146,Still Life,4,5,181,0,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3
1,Ed Sheeran,2014,2236667932,Photograph,6,20,18778,3,228,105,2453,0,84,108,E,Major,61,20,38,61,0,10,5
1,Justin Bieber,2015,2123309722,Love Yourself,11,9,22730,5,289,87,2430,0,36,100,E,Major,61,53,38,84,0,28,44
1,Kendrick Lamar,2022,301242089,N95,5,13,5542,0,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14
1,Lizzo,2022,723894473,About Damn Time,4,14,9021,0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7
3,"Kendrick Lamar, Blxst, Amanda Reifer",2022,237351106,Die Hard,5,13,4627,0,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27
1,Bad Bunny,2022,461558540,Despuï¿½ï¿½s de la P,5,6,2229,0,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31
1,Bad Bunny,2022,417230415,Un Ratito,5,6,1112,6,7,30,13,1,1,93,NA,Minor,79,22,55,31,0,12,5
1,Kendrick Lamar,2022,156898322,United In Grief,5,13,2575,0,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43
2,"Kendrick Lamar, Sampha",2022,127309180,Father Time (feat. Sampha),5,13,3107,0,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35
1,Bad Bunny,2022,313113297,Yo No Soy Celoso,5,6,1179,0,7,21,11,0,0,142,NA,Major,87,93,59,28,0,17,5
1,Kendrick Lamar,2022,173702135,Rich Spirit,5,13,3486,0,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21
2,"Post Malone, Roddy Ricch",2022,271666301,Cooped Up (with Roddy Ricch),5,12,2942,0,42,28,43,0,0,125,NA,Major,50,39,78,4,0,11,33
1,Bad Bunny,2022,305650299,Me Fui de Vacaciones,5,6,1443,0,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5
2,"Kendrick Lamar, Kodak Black",2022,123216717,Silent Hill,5,13,3028,0,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9
2,"Tony Dize, Bad Bunny",2022,479655659,La Corriente,5,6,1796,8,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20
1,Kendrick Lamar,2022,126191104,Count Me Out,5,13,2729,0,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9
2,"Buscabulla, Bad Bunny",2022,344055883,Andrea,5,6,1195,0,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38
1,Bad Bunny,2022,338422004,Dos Mil 16,5,6,892,3,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5
2,"Kendrick Lamar, Taylour Paige",2022,68895644,We Cry Together,5,13,1635,0,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36
3,"Kendrick Lamar, Sam Dew, Baby Keem",2022,86176890,Savior,5,13,2291,0,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46
1,Bad Bunny,2022,403231558,Un Coco,5,6,1029,28,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6
2,"Bad Bunny, The Marï¿½ï",2022,319546754,Otro Atardecer,5,6,1681,7,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4
1,Kendrick Lamar,2022,61739839,Worldwide Steppers,5,13,1480,0,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36
1,Bad Bunny,2022,283359161,Aguacero,5,6,829,0,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7
3,"Kendrick Lamar, Ghostface Killah, Summer Walker",2022,76831876,Purple Hearts,5,13,2308,0,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29
1,Bad Bunny,2022,283332261,Un Verano Sin Ti,5,6,1004,1,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6
2,"Polima WestCoast, Pailita",2022,307752576,ULTRA SOLO,2,14,1367,0,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21
1,Bad Bunny,2022,279737940,Ensï¿½ï¿½ï¿½ï¿½ame,5,6,1112,3,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8
1,Bad Bunny,2022,212351890,El Apagï¿½,5,6,1209,0,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31
2,"Bad Bunny, Tainy",2019,1304313953,Callaita,5,31,9539,15,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31
1,Jack Harlow,2022,150500965,Dua Lipa,5,6,1992,0,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8
1,Bad Bunny,2022,246127838,Agosto,5,6,897,0,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12
1,Panic! At The Disco,2016,582863434,House Of Memories,1,15,2948,0,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3
2,"Kendrick Lamar, Tanna Leone",2022,58687425,Mr. Morale,5,13,1860,0,1,0,3,0,0,174,A,Major,73,26,54,30,0,34,32
2,"PSY, Suga",2022,212109195,That That (prod. & feat. SUGA of BTS),4,29,802,0,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9
1,Benson Boone,2022,382199619,In The Stars,4,29,2224,8,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5
1,Kendrick Lamar,2022,41210087,Rich - Interlude,5,13,1103,0,0,0,0,0,0,104,G,Major,44,74,42,88,0,9,9
1,Mï¿½ï¿½ne,2022,231657891,SUPERMODEL,5,13,2265,0,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6
1,KALUSH,2022,53729194,Stefania (Kalush Orchestra),3,10,555,0,10,4,4,0,0,105,D,Major,83,32,82,14,0,12,4
1,The Kid Laroi,2022,244741137,Thousand Miles,4,22,2050,0,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8
1,Kendrick Lamar,2022,42485571,Crown,5,13,1493,0,2,0,10,0,0,170,C#,Minor,37,14,24,80,0,11,4
1,Kendrick Lamar,2022,37778188,Auntie Diaries,5,13,1545,0,1,0,4,0,0,78,G,Major,43,60,38,76,1,48,38
1,Future,2022,254218729,PUFFIN ON ZOOTIEZ,4,29,2350,0,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31
1,Kendrick Lamar,2022,53603447,Mirror,5,13,1929,0,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7
1,Luciano,2022,160035717,Beautiful Girl,4,22,710,4,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9
2,"Bizarrap, Paulo Londra",2022,164163229,"Paulo Londra: Bzrp Music Sessions, Vol. 23",4,25,928,0,19,0,7,0,0,96,NA,Major,61,32,90,25,0,10,9
1,Kendrick Lamar,2022,37091576,Savior - Interlude,5,13,1194,0,0,0,3,0,0,118,F,Minor,66,83,43,84,0,19,19
2,"Shae Gill, Ali Sethi",2022,284249832,Pasoori,2,6,349,6,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4
2,"Kendrick Lamar, Beth Gibbons",2022,33381454,Mother I Sober (feat. Beth Gibbons of Portishead),5,13,1890,0,3,0,2,0,0,140,G#,Minor,49,50,37,87,0,11,35
2,"Sech, Mora",2022,184622518,TUS Lï¿½ï¿½GR,4,1,1308,2,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25
2,"MNEK, Jax Jones",2022,300983101,Where Did You Go?,1,26,4531,0,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4
2,"Ugly Dray, Tesla Jnr",2022,121077868,I Tried to Tell Y'all,5,6,1657,0,15,3,3,0,0,96,B,Major,71,37,52,62,0,11,36
2,"Justin Bieber, Don Toliver",2022,106919680,Honest (feat. Don Toliver),4,29,1351,0,26,1,17,0,0,150,G#,Minor,82,82,66,13,0,11,6
1,Jessi,2022,136996305,ZOOM,4,13,608,0,5,29,14,0,0,100,F#,Major,87,46,60,1,0,13,16
1,Chanel,2021,65719930,SloMo,12,24,1211,0,31,0,19,0,2,105,C#,Minor,73,59,81,13,0,9,6
1,LE SSERAFIM,2022,229497852,FEARLESS,5,2,629,0,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14
1,Leah Kate,2022,185550869,10 Things I Hate About You,3,23,1301,0,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5
1,Sam Ryder,2022,54682594,SPACE MAN,2,22,1329,0,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5
2,"HA SUNG WOON, Jimin",2022,240580042,With you,4,24,343,2,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3
1,The Goo Goo Dolls,1998,1284942608,Iris,3,31,13101,9,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4
1,Kendrick Lamar,2022,71423324,The Heart Part 5,5,8,2939,0,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34
1,Kevin Kaarl,2019,244891912,San Lucas,11,7,407,1,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3
1,Taylor Swift,2022,132171975,This Love (Taylorï¿½ï¿½ï¿½s Ve,5,6,1492,0,26,2,15,0,2,144,E,Major,47,7,50,32,0,7,4
1,Suki Waterhouse,2017,184706613,Good Looking,10,20,2264,0,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3
1,Lauren Spencer Smith,2021,184826429,Flowers,8,9,801,0,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39
1,BTS,2022,302006641,Yet To Come,6,10,829,0,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19
1,BTS,2022,330881149,Run BTS,6,10,736,0,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17
1,Harry Styles,2022,334733572,Music For a Sushi Restaurant,5,20,4449,1,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4
1,Harry Styles,2022,366214458,Matilda,5,20,3218,3,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4
1,BTS,2022,114546317,For Youth,6,10,327,0,5,40,12,0,0,117,D,Major,63,29,51,43,0,25,4
1,Harry Styles,2022,290833204,Daylight,5,20,2775,0,21,11,40,0,0,146,NA,Major,69,63,45,48,0,18,4
1,Doja Cat,2022,448500832,Vegas (From the Original Motion Picture Soundtrack ELVIS),5,6,4576,0,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26
4,"Pharrell Williams, Tyler, The Creator, 21 Savage",2022,136676504,Cash In Cash Out,6,10,2313,0,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6
3,"Calvin Harris, Dua Lipa, Young Thug",2022,190625045,Potion (with Dua Lipa & Young Thug),5,27,3983,0,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5
1,BTS,2022,79095270,Born Singer,6,10,279,0,0,18,6,0,0,158,G#,Minor,60,68,84,4,0,24,11
1,Harry Styles,2022,273194684,Little Freak,5,20,2302,0,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4
4,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022,333146475,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,5,20,3559,3,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14
2,"Kanye West, XXXTENTACION",2022,194902696,True Love,5,27,2129,0,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25
1,Harry Styles,2022,311482393,Satellite,5,20,3291,5,43,28,79,0,208,139,NA,Major,58,30,46,14,0,9,3
1,Musical Youth,1982,195918494,Pass The Dutchie,1,1,5328,0,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5
2,"Bizarrap, Villano Antillano",2022,248511839,"Villano Antillano: Bzrp Music Sessions, Vol. 51",6,8,1401,0,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6
1,Harry Styles,2022,233671263,Love Of My Life,5,20,1933,0,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5
1,Harry Styles,2022,199587884,Grapejuice,5,20,1986,0,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3
1,Halsey,2022,91781263,So Good,6,9,1057,0,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4
2,"BYOR, Imanbek",2022,383835984,Belly Dancer,2,18,5115,13,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14
1,Harry Styles,2022,236060709,Keep Driving,5,20,2094,1,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23
1,Harry Styles,2022,189236868,Cinema,5,20,2171,0,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4
2,"Sleepy hallow, 347aidan",2022,160845341,Die Young (feat. 347aidan),5,25,896,0,19,0,15,0,0,77,B,Major,81,68,58,83,0,11,34
1,Paloma Faith,2014,588955257,Only Love Can Hurt Like This,1,1,5148,0,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8
1,Lady Gaga,2022,238350348,Hold My Hand,5,3,2528,0,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3
1,Harry Styles,2022,187703102,Daydreaming,5,20,1900,1,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3
2,"Marshmello, Khalid",2022,295307001,Numb,6,10,3879,2,107,76,86,1,9,120,NA,Minor,91,63,77,12,1,10,5
2,"Ozuna, Tiago pzk",2022,138334433,Nos Comemos (feat. Ozuna),6,2,896,0,0,0,2,0,0,92,F#,Major,83,56,82,10,0,9,5
1,Childish Gambino,2016,445590495,Me and Your Mama,11,10,8775,0,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3
3,"David Guetta, Ella Henderson, Becky Hill",2022,286739476,Crazy What Love Can Do,3,18,5290,0,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4
1,Joji,2018,1122364376,SLOW DANCING IN THE DARK,9,12,10211,0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3
1,Duki,2022,157136970,Antes de Perderte,6,2,584,8,12,1,8,0,1,110,F,Minor,81,61,93,49,0,12,11
1,Harry Styles,2022,137070925,Boyfriends,5,20,1517,0,26,2,30,0,0,118,NA,Major,42,32,20,94,0,11,4
1,Sidhu Moose Wala,2021,183273246,295,5,15,246,4,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20
1,Keisya Levronka,2022,184807630,Tak Ingin Usai,5,13,220,4,16,5,0,0,6,130,NA,Major,49,14,40,82,0,11,3
1,Victor Cibrian,2022,164856284,En El Radio Un Cochinero,5,13,514,0,5,36,1,0,0,154,F#,Minor,70,97,62,47,0,10,4
1,Metallica,1986,704171068,Master of Puppets (Remastered),3,3,6080,0,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4
1,Beyoncï¿,2022,354614964,BREAK MY SOUL,6,21,9724,0,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8
5,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022,279717388,ULTRA SOLO REMIX,6,16,2341,0,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8
1,Drake,2022,195628667,Massive,6,17,5263,0,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6
1,Yung Gravy,2022,221752937,Betty (Get Money),6,10,2402,0,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8
1,Lasso,2022,263280370,Ojos Marrones,2,6,795,11,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4
1,Nayeon,2022,213505179,POP!,6,24,571,0,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5
2,"Schï¿½ï¿½rze, DJ R",2022,130419412,Layla,3,24,832,3,18,124,24,1,0,140,F,Minor,44,41,92,0,0,44,7
1,j-hope,2022,155795783,MORE,7,1,565,0,6,52,11,0,0,97,D,Major,78,31,72,1,0,11,4
1,Guns N' Roses,1987,1553497987,Sweet Child O' Mine,1,1,41231,1,228,151,6720,3,99,125,F#,Major,45,67,90,9,11,10,5
1,Burna Boy,2022,293466523,Last Last,5,12,4526,12,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9
1,Rosa Linn,2022,711366595,SNAP,3,19,1818,0,3,0,63,0,353,170,NA,Major,56,52,64,11,0,45,7
1,Drake,2022,191448892,Sticky,6,17,2814,0,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14
3,"Kanye West, Lil Durk, Cardi B",2022,85924992,Hot Shit (feat. Ye & Lil Durk),7,1,1601,0,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23
3,"L7nnon, DJ Biel do Furduncinho, Bianca",2022,176103902,Ai Preto,6,3,894,4,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25
3,"Anitta, Tini, Becky G",2022,121189256,La Loto,7,6,945,0,49,3,57,0,0,90,C#,Major,85,80,83,10,0,8,11
1,Nessa Barrett,2022,131746175,die first,6,24,767,0,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13
1,LF System,2022,244790012,Afraid To Feel,5,2,5898,5,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11
3,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022,129314708,Baile no Morro,6,10,685,2,17,0,24,0,30,130,D#,Minor,71,78,40,46,0,7,45
1,Rels B,2022,331511413,cï¿½ï¿½mo dormi,8,4,1452,35,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23
3,"Snoop Dogg, BTS, Benny Blanco",2022,219196651,Bad Decisions (with BTS & Snoop Dogg),8,5,1456,0,53,2,33,0,0,120,NA,Major,77,94,87,2,0,23,12
3,"Drake, DJ Khaled, Lil Baby",2022,170732845,STAYING ALIVE (feat. Drake & Lil Baby),8,5,2107,0,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8
1,Luar La L,2020,273914335,Caile,12,18,1494,2,17,12,15,0,0,122,NA,Major,70,46,76,30,0,9,45
1,Feid,2022,179061440,Si Te La Encuentras Por Ahï¿,8,5,1379,4,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8
1,Duki,2022,185236961,GIVENCHY,7,20,625,4,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40
1,Beyoncï¿,2022,171788484,ALIEN SUPERSTAR,7,29,2688,0,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10
1,Ghost,2019,387080183,Mary On A Cross,9,13,2668,2,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4
1,NewJeans,2022,264717480,Attention,8,1,799,12,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4
1,Rex Orange County,2022,244928911,THE SHADE,3,11,1189,6,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6
1,Sofia Carson,2022,97610446,"Come Back Home - From ""Purple Hearts""",7,12,367,0,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4
2,"Grupo Marca Registrada, Junior H",2022,287278853,El Rescate,7,22,527,4,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14
1,Kanye West,2008,887906111,Heartless,1,1,17504,34,63,39,1315,0,2,88,A#,Minor,79,66,65,5,0,25,14
4,"Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,123473120,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",7,15,3113,0,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4
2,"Peso Pluma, Luis R Conriquez",2022,295152154,Siempre Pendientes,8,15,685,5,15,79,4,2,0,136,NA,Major,77,71,75,33,1,13,4
2,"Luis R Conriquez, La Adictiva",2022,323455692,JGL,2,18,782,9,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12
3,"David Guetta, Shakira, Black Eyed Peas",2022,240918092,Don't You Worry,6,16,2442,0,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3
3,"Melody, Ana Castela, Dj Chris No Beat",2022,191873381,Pipoco,5,20,1112,4,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8
2,"Elton John, Britney Spears",2017,284216603,Hold Me Closer,11,10,4967,0,165,10,177,4,73,126,NA,Major,67,49,77,11,0,19,11
1,Lewis Capaldi,2022,239411309,Forget Me,9,9,2520,4,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4
1,IVE,2022,265548837,After LIKE,8,22,767,12,20,129,11,0,12,125,NA,Major,68,80,92,10,0,9,12
1,Kanye West,2013,703301727,Bound 2,1,1,19806,7,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5
2,"Interplanetary Criminal, Eliza Rose",2022,244585109,B.O.T.A. (Baddest Of Them All) - Edit,6,15,5153,6,102,53,113,12,0,137,NA,Major,74,71,89,24,61,15,5
1,TWICE,2022,189476119,Talk that Talk,8,26,615,0,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12
1,Armani White,2022,277132266,BILLIE EILISH.,1,20,2537,0,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26
1,Feid,2022,278920007,Ferxxo 100,6,3,1647,30,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7
1,Oxlade,2022,222410722,KU LO SA - A COLORS SHOW,6,10,2019,8,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7
1,Feid,2022,185392587,Prohibidox,9,13,1473,12,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25
1,Steve Lacy,2022,202452860,Static,7,15,1613,0,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7
1,Coldplay,2002,1608164312,The Scientist,8,5,30992,6,124,25,7827,1,0,146,F,Major,56,21,44,73,0,11,2
1,Coldplay,2000,624101957,Sparks,7,10,10826,4,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
1,YEAT,2022,148461629,Talk,9,2,920,0,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23
2,"Yandel, Feid",2022,47093942,XQ Te Pones Asï¿,9,13,308,0,6,1,6,0,0,92,A#,Major,81,48,70,13,0,15,7
1,PnB Rock,2016,380319238,Selfish,6,23,2468,0,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4
2,"Ovy On The Drums, Quevedo",2022,209106362,Sin Seï¿½ï,7,22,1097,2,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4
1,Feid,2022,53987404,Lady Mi Amor,9,13,330,0,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6
1,Lil Yachty,2022,115331792,Poland,6,23,1584,0,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5
1,Mï¿½ï¿½ne,2022,225093344,THE LONELIEST,10,7,1585,5,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3
2,"Marshmello, Juice WRLD",2022,84697729,Bye Bye,10,14,766,0,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4
4,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022,159240673,BABY OTAKU,8,18,836,0,14,1,13,0,0,102,A,Major,84,43,75,5,0,6,8
1,(G)I-DLE,2022,170709584,Nxde,10,17,430,6,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18
1,Southstar,1982,154356956,Miss You,5,16,2020,0,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5
1,girl in red,2018,723043854,we fell in love in october,11,21,6858,0,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3
1,Lizzo,2022,247689123,2 Be Loved (Am I Ready),7,14,3682,6,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11
1,Ed Sheeran,2022,176474912,Celestial,9,29,1639,0,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4
1,BLACKPINK,2022,235549288,Typa Girl,9,16,452,10,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10
2,"Rosa Walton, Hallie Coggins",2020,140430339,I Really Want to Stay at Your House,12,18,668,1,0,0,31,0,NA,125,D#,Minor,49,13,74,0,0,9,4
1,Lil Baby,2022,85559365,California Breeze,10,14,991,0,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46
3,"Luciano, Aitch, Bï¿½",2022,146223492,Bamba (feat. Aitch & BIA),9,22,869,7,14,12,12,2,28,138,A#,Major,80,82,81,14,0,13,36
3,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022,187701588,Casei Com a Putaria,7,1,648,4,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44
2,"Drake, 21 Savage",2022,154863153,Major Distribution,11,4,1545,0,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32
3,"Drake, Travis Scott, 21 Savage",2022,191333656,Pussy & Millions (feat. Travis Scott),11,4,1930,0,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12
1,Taylor Swift,2022,253650850,Vigilante Shit,10,21,1948,0,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39
1,Taylor Swift,2022,223064273,Question...?,10,21,1608,0,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17
2,"Drake, 21 Savage",2022,170413877,On BS,11,4,1338,0,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59
1,Taylor Swift,2022,218320587,Mastermind,10,21,1936,0,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14
2,"Drake, 21 Savage",2022,141720999,Circo Loco,11,4,1794,0,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7
1,Taylor Swift,2022,187339835,Labyrinth,10,21,1597,0,6,3,15,0,0,110,NA,Major,48,15,31,80,22,12,4
2,"Drake, 21 Savage",2022,198365537,Spin Bout U,11,4,1652,2,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5
1,Taylor Swift,2022,186104310,Sweet Nothing,10,21,1747,0,9,6,13,0,2,177,NA,Major,34,39,16,97,0,12,5
1,Taylor Swift,2022,177503916,"Would've, Could've, Should've",10,21,1715,0,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12
2,"Ludwig Goransson, Foudeqush",2022,71095708,Con La Brisa,11,4,486,0,8,1,7,0,0,114,D,Minor,62,25,44,51,33,14,3
2,"Drake, 21 Savage",2022,112436403,Privileged Rappers,11,4,1007,0,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20
1,Jin,2022,203436468,The Astronaut,10,28,481,9,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3
1,Drake,2022,93367537,BackOutsideBoyz,11,4,1045,0,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32
2,"Drake, 21 Savage",2022,106249219,Broke Boys,11,4,1060,0,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27
1,Taylor Swift,2022,181382590,The Great War,10,21,1274,0,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4
1,Selena Gomez,2022,91473363,My Mind & Me,11,3,953,0,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3
1,Taylor Swift,2022,121871870,Bigger Than The Whole Sky,10,21,1180,0,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6
